"assists","boosts","damage_dealt","headshot_kills","heals","kill_place","kill_points","kills","kill_streaks","longest_kill","match_duration","match_type","max_place","rank_points","ride_distance","road_kills","swim_distance","team_kills","vehicle_destroys","walk_distance","weapons_acquired","win_points","win_place_perc","total_distance","weapon_bins","player_type"
1,1,22.59,0,1,59,0,0,0,0,1827,"duo-fpp",49,1514,0,0,0,0,0,292.1,7,0,39.58,292.1,"6-10","Noob"
0,0,171.9,0,0,30,0,1,1,10.37,1413,"duo-fpp",47,1543,0,0,0,0,0,1008,3,0,56.52,1008,"3-5","Average"
0,0,155.1,0,0,33,0,1,1,7.137,1890,"duo",47,1500,0,0,0,0,0,283.5,2,0,13.04,283.5,"0-2","Average"
0,0,195.5,0,1,71,0,0,0,0,1356,"squad-fpp",31,1514,0,0,0,0,0,311.1,4,0,33.33,311.1,"3-5","Pro"
0,1,100,0,5,27,1363,1,1,23.88,1349,"squad-fpp",28,-1,0,0,0,0,0,1770,8,1567,59.26,1770,"6-10","Average"
2,7,454.9,0,7,14,0,2,1,148,1902,"squad-fpp",27,1490,2917,0,0,0,0,3758,5,0,100,6675,"3-5","Pro"
0,0,22.46,0,1,59,0,0,0,0,1894,"duo",49,1441,0,0,0,0,0,826.7,3,0,52.08,826.7,"3-5","Noob"
0,1,0,0,5,46,0,0,0,0,1725,"squad-fpp",26,1382,3047,0,41.27,0,0,2139,5,0,76,5227.27,"3-5","Noob"
2,1,198.7,0,0,32,1470,1,1,3.062,1536,"squad",29,-1,0,0,0,0,0,366.7,2,1553,35.71,366.7,"0-2","Pro"
0,4,207.1,0,2,24,0,1,1,5.993,1336,"duo-fpp",49,1608,302.4,0,0,0,0,2378,2,0,87.5,2680.4,"0-2","Pro"
0,0,64.5,0,0,75,0,0,0,0,1360,"squad-fpp",26,1474,0,0,0,0,0,374.7,4,0,24,374.7,"3-5","Noob"
0,5,449.7,0,1,2,0,5,1,76.36,1369,"solo-fpp",98,1534,0,0,0,0,0,2921,7,0,93.81,2921,"6-10","Pro"
0,0,0,0,0,92,1112,0,0,0,1555,"duo-fpp",49,-1,0,0,0,0,0,33.82,1,1475,4.17,33.82,"0-2","Noob"
3,6,1068,2,13,4,0,4,1,240.1,1901,"duo-fpp",48,1613,1740,0,0,0,0,3278,6,0,97.87,5018,"6-10","Pro"
0,6,0,0,22,47,0,0,0,0,1403,"squad",28,1505,2883,0,9.122,0,0,1625,3,0,74.07,4517.122,"3-5","Noob"
0,0,0,0,0,86,0,0,0,0,1870,"squad-fpp",27,1529,0,0,0,0,0,124.6,1,0,7.69,124.6,"0-2","Noob"
0,0,54.45,0,0,66,1327,0,0,0,1528,"duo-fpp",49,-1,0,0,0,0,0,958.5,3,1547,52.08,958.5,"3-5","Noob"
1,8,831.1,2,4,2,1000,6,1,83.29,1771,"solo",97,-1,1573,0,0,0,0,2047,4,1500,100,3620,"3-5","Pro"
2,0,41.31,0,0,67,1248,0,0,0,1378,"squad-fpp",27,-1,0,0,0,0,0,222.4,3,1402,46.15,222.4,"3-5","Noob"
1,2,446,0,8,17,1425,2,1,11.79,1848,"duo-fpp",49,-1,766,0,0,0,0,2243,5,1510,75,3009,"3-5","Pro"
0,0,0,0,0,94,1533,0,0,0,1806,"solo-fpp",98,-1,0,0,0,0,0,4.988,1,1349,2.06,4.988,"0-2","Noob"
0,0,0,0,0,69,1000,0,0,0,1760,"squad-fpp",27,-1,0,0,0,0,0,45.18,0,1500,11.54,45.18,"0-2","Noob"
3,0,726.1,1,0,12,0,8,4,23.2,447,"normal-squad-fpp",6,1500,0,0,0,0,0,163.8,14,0,60,163.8,"11-20","Pro"
0,0,100,0,0,64,1205,0,0,0,1370,"squad-fpp",27,-1,81.21,0,0,0,0,193.3,2,1487,42.31,274.51,"0-2","Average"
0,2,0,0,3,45,0,0,0,0,2185,"squad-fpp",29,1480,5908,0,0,0,0,2723,3,0,85.71,8631,"3-5","Noob"
0,0,0,0,0,77,0,0,0,0,1927,"squad-fpp",27,1431,0,0,0,0,0,69.68,3,0,19.23,69.68,"3-5","Noob"
0,0,67.68,0,0,83,1182,0,0,0,1387,"squad-fpp",26,-1,0,0,16.55,0,0,86.12,1,1501,16,102.67,"0-2","Noob"
0,3,78.64,0,5,44,1000,0,0,0,1880,"normal-squad-fpp",16,-1,5264,0,0,0,0,1932,5,1500,33.33,7196,"3-5","Noob"
0,0,187,0,0,46,1102,0,0,0,1894,"duo-fpp",49,-1,5634,0,0,0,0,1444,2,1484,66.67,7078,"0-2","Average"
0,0,90,1,0,32,0,1,1,37.32,1260,"solo-fpp",94,1496,0,0,0,0,0,274,6,0,49.46,274,"6-10","Average"
1,1,408,0,2,6,0,2,1,71.54,1862,"squad",15,1275,3090,0,0,0,0,1548,3,0,85.71,4638,"3-5","Pro"
0,0,0,0,0,86,995,0,0,0,1420,"duo-fpp",48,-1,0,0,0,0,0,27.25,0,1414,10.64,27.25,"0-2","Noob"
0,0,23.4,0,0,81,1272,0,0,0,1331,"squad-fpp",28,-1,0,0,4.365,0,0,164.2,1,1442,11.11,168.565,"0-2","Noob"
1,3,64.85,0,1,24,1298,1,1,119.5,1297,"squad-fpp",29,-1,0,0,0,0,0,2981,4,1514,89.29,2981,"3-5","Noob"
0,0,166.7,0,0,84,0,0,0,0,1891,"duo",48,1455,0,0,0,0,0,58.24,1,0,12.77,58.24,"0-2","Average"
0,0,0,0,0,56,0,0,0,0,2064,"solo-fpp",98,1628,2301,0,0,0,0,1043,5,0,59.79,3344,"3-5","Noob"
3,2,430.8,0,0,10,0,3,1,33.29,1305,"duo-fpp",49,1684,0,0,0,0,0,1364,5,0,79.17,1364,"3-5","Pro"
0,1,127.2,0,1,32,0,1,1,22.64,1342,"squad-fpp",30,1500,0,0,0,0,0,493.7,2,0,41.38,493.7,"0-2","Average"
0,5,19.35,0,3,44,0,0,0,0,1313,"squad-fpp",29,1376,0,0,0,0,0,2588,7,0,82.14,2588,"6-10","Noob"
0,2,100,1,6,27,1167,1,1,10.3,1381,"duo-fpp",49,-1,0,0,0,0,0,1467,4,1456,66.67,1467,"3-5","Average"
0,0,19.35,0,0,71,0,0,0,0,1961,"duo",49,1455,0,0,0,0,0,345.4,4,0,27.08,345.4,"3-5","Noob"
0,2,125.3,0,0,13,0,2,1,461,1889,"duo",48,1532,0,0,0,0,0,2425,6,0,93.62,2425,"6-10","Average"
0,1,29.96,0,5,54,0,0,0,0,1891,"duo-fpp",47,1486,0,0,0,0,0,3487,4,0,69.57,3487,"3-5","Noob"
0,2,210.3,0,1,48,0,0,0,0,1863,"duo-fpp",50,1562,2039,0,0,0,0,2424,4,0,77.55,4463,"3-5","Pro"
0,3,563.3,1,4,2,1579,6,2,98.53,1740,"squad",26,-1,1556,0,0,0,0,1624,4,1691,52,3180,"3-5","Pro"
0,2,51.6,0,0,43,0,0,0,0,1321,"squad-fpp",29,1509,0,0,0,0,0,3179,5,0,82.14,3179,"3-5","Noob"
1,4,288,0,6,14,0,2,1,181.6,1375,"duo-fpp",47,1522,0,0,0,0,0,3178,3,0,84.78,3178,"3-5","Pro"
0,2,0,0,4,52,1249,0,0,0,1384,"squad-fpp",29,-1,0,0,0,0,0,1630,5,1569,82.14,1630,"3-5","Noob"
0,0,138.7,0,0,89,1453,0,0,0,1423,"squad-fpp",31,-1,0,0,0,0,0,67.97,1,1516,3.33,67.97,"0-2","Average"
0,0,0,0,0,66,1000,0,0,0,1370,"solo",90,-1,0,0,0,0,0,189.1,2,1500,14.61,189.1,"0-2","Noob"
0,0,97.8,0,1,34,1000,1,1,209.7,1353,"duo-fpp",50,-1,177.4,0,3.346,0,0,795.6,6,1500,63.27,976.346,"6-10","Average"
0,0,152,1,0,15,0,2,1,198.1,1340,"squad",27,1488,384.9,0,0,0,0,2948,3,0,88.46,3332.9,"3-5","Average"
0,2,477.3,0,0,25,0,2,1,21.9,1440,"duo",49,1420,0,0,0,0,0,296.3,4,0,41.67,296.3,"3-5","Pro"
0,0,0,0,0,60,0,0,0,0,1474,"duo",48,1424,0,0,0,0,0,528.8,4,0,44.68,528.8,"3-5","Noob"
0,0,0,0,0,78,0,0,0,0,1937,"solo-fpp",97,1509,0,0,0,0,0,74.47,2,0,23.96,74.47,"0-2","Noob"
0,0,0,0,0,57,1000,0,0,0,1361,"solo",97,-1,0,0,0,0,0,1983,2,1500,72.92,1983,"0-2","Noob"
1,1,83.82,0,1,36,0,1,1,50.01,1384,"squad-fpp",33,1471,0,0,0,0,0,2024,3,0,53.12,2024,"3-5","Noob"
0,1,0,0,0,46,1000,0,0,0,1358,"squad",26,-1,4934,0,0,0,0,1776,3,1500,76,6710,"3-5","Noob"
0,0,0,0,0,84,0,0,0,0,1395,"squad-fpp",28,1458,0,0,0,0,0,404.4,0,0,3.7,404.4,"0-2","Noob"
0,0,0,0,0,81,1119,0,0,0,1876,"solo-fpp",97,0,0,0,0,0,0,103.6,1,1504,17.71,103.6,"0-2","Noob"
0,1,99.45,0,0,72,0,0,0,0,1720,"squad-fpp",31,1500,0,0,0,0,0,405.3,6,0,30,405.3,"6-10","Average"
0,0,0,0,0,92,0,0,0,0,1374,"squad-fpp",27,1480,0,0,0,0,0,10.34,1,0,0,10.34,"0-2","Noob"
0,0,91.03,0,0,61,0,0,0,0,1393,"duo-fpp",49,1477,0,0,0,0,0,720.1,4,0,41.67,720.1,"3-5","Average"
0,1,70.84,1,0,37,0,1,1,13.07,1364,"squad-fpp",27,1447,0,0,0,0,0,258.8,4,0,23.08,258.8,"3-5","Noob"
0,0,100,0,0,39,0,1,1,10.32,1475,"duo-fpp",48,1531,0,0,0,0,0,27.51,2,0,8.51,27.51,"0-2","Average"
1,4,481.7,1,2,3,1516,5,2,348.7,1865,"duo-fpp",46,-1,2917,0,0,0,0,3854,7,1541,95.56,6771,"6-10","Pro"
0,1,88.15,0,1,51,0,0,0,0,1843,"duo",50,1389,1902,0,0,0,0,950.9,9,0,63.27,2852.9,"6-10","Average"
1,0,38.22,0,0,73,1188,0,0,0,1887,"squad-fpp",27,-1,0,0,0,0,0,122.8,4,1533,11.54,122.8,"3-5","Noob"
1,10,131.3,1,1,27,0,1,1,128.5,1405,"squad-fpp",28,1553,0,0,0,0,0,2719,5,0,88.89,2719,"3-5","Average"
0,0,130,0,0,83,0,0,0,0,1870,"duo-fpp",48,1464,0,0,0,0,0,85.46,1,0,14.89,85.46,"0-2","Average"
0,3,51.6,0,13,36,0,0,0,0,1778,"squad-fpp",28,1387,159.4,0,0,0,0,2851,2,0,88.89,3010.4,"0-2","Noob"
0,2,30.1,0,1,63,0,0,0,0,1377,"duo",48,1461,0,0,0,0,0,517.1,5,0,44.68,517.1,"3-5","Noob"
0,0,157.6,0,1,29,1336,1,1,42.04,1900,"solo-fpp",97,-1,1205,0,0,0,0,1093,4,1579,58.33,2298,"3-5","Average"
0,0,0,0,0,94,0,0,0,0,1879,"squad",29,1416,0,0,0,0,0,41.25,1,0,0,41.25,"0-2","Noob"
0,3,265.5,0,3,28,1032,1,1,10.34,1444,"solo",85,-1,0,0,0,0,0,722.3,6,1509,66.67,722.3,"6-10","Pro"
2,3,175.6,1,3,13,1083,2,1,62.69,1322,"squad-fpp",30,0,0,0,0,0,0,2874,2,1492,100,2874,"0-2","Average"
0,0,286.2,1,2,27,0,1,1,43.65,1377,"solo-fpp",92,1544,0,0,0,0,0,581.2,3,0,70.33,581.2,"3-5","Pro"
0,4,153.1,0,10,27,1254,1,1,3.481,1785,"duo-fpp",46,-1,2002,0,0,0,0,1528,5,1459,66.67,3530,"3-5","Average"
0,6,16.14,0,11,41,1279,0,0,0,2025,"squad",27,-1,7233,0,0,0,0,2708,5,1498,88.46,9941,"3-5","Noob"
0,0,0,0,0,90,0,0,0,0,1291,"solo-fpp",91,1585,0,0,0,0,0,0,0,0,0,0,"0-2","Noob"
0,0,93.74,0,0,86,1265,0,0,0,1937,"duo-fpp",48,-1,0,0,0,0,0,60.57,2,1502,12.77,60.57,"0-2","Average"
0,0,32.12,0,0,72,996,0,0,0,1904,"duo-fpp",48,-1,0,0,0,0,0,843.8,2,1491,29.79,843.8,"0-2","Noob"
0,0,100,0,0,84,0,0,0,0,1423,"squad-fpp",29,1416,0,0,0,0,0,198.3,2,0,10.71,198.3,"0-2","Average"
1,0,49.5,0,0,93,0,0,0,0,1333,"squad-fpp",28,1326,0,0,0,0,0,22.37,1,0,3.7,22.37,"0-2","Noob"
0,0,65.72,0,0,45,0,1,1,20.07,1891,"squad-fpp",29,1440,0,0,0,0,0,93.68,2,0,7.14,93.68,"0-2","Noob"
0,0,0,0,0,82,0,0,0,0,1345,"squad-fpp",26,1490,0,0,0,0,0,0,0,0,0,0,"0-2","Noob"
0,1,600,1,2,5,1445,5,2,13.31,1511,"squad",27,-1,0,0,0,0,0,281.8,3,1567,15.38,281.8,"3-5","Pro"
1,1,123.2,1,1,30,0,1,1,26.78,1350,"squad",27,1463,0,0,0,0,0,302.6,1,0,69.23,302.6,"0-2","Average"
0,0,0,0,0,59,0,0,0,0,1930,"squad-fpp",32,1479,621.8,0,0,0,0,899.9,4,0,45.16,1521.7,"3-5","Noob"
0,0,100,0,1,20,0,1,1,70.29,1795,"solo-fpp",95,1490,0,0,0,0,0,2730,4,0,81.91,2730,"3-5","Average"
0,0,0,0,0,61,0,0,0,0,1454,"squad-fpp",29,1510,0,0,0,0,0,894.9,5,0,46.43,894.9,"3-5","Noob"
0,6,128.1,0,2,28,0,1,1,1.615,1755,"squad",28,1480,4683,0,0,0,1,1109,4,0,62.96,5792,"3-5","Average"
0,0,0,0,0,62,0,0,0,0,1429,"squad",28,1438,0,0,0,0,0,967.2,6,0,51.85,967.2,"6-10","Noob"
0,0,0,0,0,80,1000,0,0,0,1398,"duo-fpp",48,-1,0,0,0,0,0,191.7,3,1500,17.02,191.7,"3-5","Noob"
0,2,280.3,1,4,5,0,4,2,34.64,1284,"squad-fpp",28,1474,0,0,0,0,0,2630,7,0,96.3,2630,"6-10","Pro"
0,1,30.1,0,2,62,0,0,0,0,1791,"solo-fpp",97,1494,0,0,0,0,0,904.7,3,0,54.17,904.7,"3-5","Noob"
0,0,0,0,0,90,0,0,0,0,1388,"solo-fpp",97,1502,0,0,0,0,0,8.078,2,0,6.25,8.078,"0-2","Noob"
0,0,0,0,1,46,1272,0,0,0,1303,"squad-fpp",29,-1,851.4,0,0,0,0,3129,4,1511,85.71,3980.4,"3-5","Noob"
0,0,70.56,0,0,68,0,0,0,0,1345,"squad-fpp",27,1443,0,0,0,0,0,1147,3,0,38.46,1147,"3-5","Noob"
1,0,131.6,0,0,87,1737,0,0,0,1364,"squad-fpp",31,-1,0,0,0,0,0,57.66,1,1613,13.33,57.66,"0-2","Average"
0,0,0,0,0,91,1376,0,0,0,1992,"duo",49,-1,0,0,0,0,0,7.562,0,1608,4.17,7.562,"0-2","Noob"
1,1,193,0,1,28,0,1,1,200.8,1880,"squad-fpp",29,1500,2966,0,0,0,0,2846,7,0,89.29,5812,"6-10","Pro"
0,0,100,0,0,43,1398,1,1,4.114,1433,"squad",30,-1,0,0,0,0,0,57.08,1,1517,3.45,57.08,"0-2","Average"
0,6,74.98,0,5,21,1302,1,1,24.8,1964,"duo-fpp",44,-1,5135,0,0,0,0,2148,4,1563,97.67,7283,"3-5","Noob"
0,2,554.6,2,2,5,1078,5,2,40.16,1889,"duo-fpp",50,-1,0,0,0,0,0,2184,3,1509,69.39,2184,"3-5","Pro"
0,0,0,0,0,87,0,0,0,0,2214,"squad-fpp",27,1500,0,0,0,0,0,510.7,4,0,11.54,510.7,"3-5","Noob"
0,8,323.2,0,4,8,1267,3,1,207.9,1965,"squad-fpp",29,-1,0,0,33.33,0,0,3581,10,1514,78.57,3614.33,"6-10","Pro"
0,0,0,0,0,56,1107,0,0,0,1914,"squad",27,0,0,0,0,0,0,27.29,0,1443,46.15,27.29,"0-2","Noob"
0,0,213.3,0,0,33,0,1,1,28.14,1831,"squad-fpp",29,1565,6595,0,0,0,0,2082,5,0,71.43,8677,"3-5","Pro"
0,0,0,0,0,78,0,0,0,0,1423,"duo-fpp",47,1532,0,0,0,0,0,73.99,2,0,17.39,73.99,"0-2","Noob"
0,0,0,0,0,90,1408,0,0,0,1305,"squad-fpp",29,-1,0,0,0,0,0,315.7,2,1484,7.14,315.7,"0-2","Noob"
0,3,89.18,0,1,46,1308,0,0,0,1394,"squad",28,-1,0,0,0,0,0,2199,4,1534,74.07,2199,"3-5","Average"
0,0,0,0,0,96,0,0,0,0,1871,"duo",48,1512,0,0,0,0,0,13.11,1,0,0,13.11,"0-2","Noob"
0,2,532.9,3,2,6,0,4,1,30.87,1916,"solo-fpp",99,1946,2319,0,0,0,0,952.1,4,0,70.41,3271.1,"3-5","Pro"
0,3,413.6,1,11,4,0,3,2,178.2,1946,"squad-fpp",30,1464,4061,0,44.64,0,0,3712,3,0,96.55,7817.64,"3-5","Pro"
0,0,0,0,0,91,0,0,0,0,1846,"squad-fpp",29,1464,0,0,0,0,0,0,0,0,0,0,"0-2","Noob"
0,0,73.71,0,0,57,1096,0,0,0,1959,"duo",47,-1,0,0,0,0,0,576.4,2,1513,52.17,576.4,"0-2","Noob"
0,0,24.68,0,0,77,1076,0,0,0,1346,"duo-fpp",48,-1,0,0,0,0,0,162.6,3,1500,21.28,162.6,"3-5","Noob"
0,0,0,0,0,91,0,0,0,0,1301,"squad-fpp",30,1394,0,0,0,0,0,0,0,0,0,0,"0-2","Noob"
0,2,561.8,1,4,4,1427,5,3,77.54,1430,"squad-fpp",28,-1,0,0,0,0,0,958.6,6,1529,55.56,958.6,"6-10","Pro"
0,0,0,0,0,67,0,0,0,0,1809,"squad-fpp",28,1500,0,0,0,0,0,320.1,1,0,29.63,320.1,"0-2","Noob"
0,4,320.9,0,3,49,0,0,0,0,1361,"squad-fpp",27,1488,692.2,0,0,0,0,2050,4,0,88.46,2742.2,"3-5","Pro"
1,1,131.9,0,0,24,0,1,1,24.9,1880,"duo-fpp",49,1513,0,0,0,0,0,530.7,5,0,100,530.7,"3-5","Average"
0,0,0,0,0,91,0,0,0,0,1375,"squad-fpp",29,1339,0,0,0,0,0,47.93,0,0,10.71,47.93,"0-2","Noob"
1,0,100,0,0,31,1236,1,1,7.084,1374,"squad",27,-1,0,0,0,0,0,132.6,1,1455,7.69,132.6,"0-2","Average"
0,0,0,0,0,86,0,0,0,0,1327,"squad-fpp",30,1511,428.7,0,0,0,0,718.7,3,0,24.14,1147.4,"3-5","Noob"
2,3,60.83,0,2,43,1688,0,0,0,1389,"squad",26,-1,0,0,0,0,0,2857,5,1682,84,2857,"3-5","Noob"
0,0,200,0,1,76,1629,0,0,0,1214,"squad-fpp",27,-1,0,0,0,0,0,100.7,2,1470,19.23,100.7,"0-2","Pro"
0,0,0,0,0,83,1318,0,0,0,1368,"squad",30,-1,0,0,0,0,0,45.55,2,1533,20.69,45.55,"0-2","Noob"
0,0,0,0,0,53,0,0,0,0,1358,"solo-fpp",97,1503,0,0,0,0,0,1383,3,0,67.71,1383,"3-5","Noob"
0,0,11.61,0,0,74,0,0,0,0,1340,"duo",47,1487,0,0,0,0,0,183.9,4,0,23.91,183.9,"3-5","Noob"
2,1,271.2,1,0,16,1744,2,1,67.64,1381,"squad",29,-1,0,0,0,0,0,2556,5,1727,71.43,2556,"3-5","Pro"
0,3,13.94,1,15,23,0,1,1,79.44,1880,"duo-fpp",49,1500,9662,0,0,0,0,2056,3,0,93.75,11718,"3-5","Noob"
3,1,753.7,2,4,3,0,6,2,139.3,1387,"squad-fpp",27,1596,0,0,0,0,1,3930,4,0,96.15,3930,"3-5","Pro"
0,1,86.77,0,1,70,0,0,0,0,1751,"squad-fpp",29,1350,1942,0,42.17,0,0,1043,5,0,32.14,3027.17,"3-5","Average"
0,1,193.4,1,1,19,0,1,1,40.43,1259,"solo",99,1526,1452,0,0,0,0,2088,5,0,81.63,3540,"3-5","Pro"
1,3,169.3,1,3,11,1185,2,1,33.75,1444,"squad-fpp",28,-1,0,0,0,0,0,2078,4,1416,88.89,2078,"3-5","Average"
0,1,275.3,1,0,11,1325,3,2,24.41,1816,"duo-fpp",47,-1,0,0,0,0,0,1496,5,1463,65.22,1496,"3-5","Pro"
0,0,48.66,0,0,53,0,0,0,0,1935,"squad-fpp",30,1450,3184,0,0,0,0,433.8,3,0,65.52,3617.8,"3-5","Noob"
0,1,0,0,5,79,0,0,0,0,1876,"squad-fpp",30,1440,0,0,0,0,0,154.8,1,0,6.9,154.8,"0-2","Noob"
0,0,0,0,1,59,1264,0,0,0,1378,"squad-fpp",30,-1,0,0,0,0,0,1037,5,1448,58.62,1037,"3-5","Noob"
0,0,0,0,0,73,1135,0,0,0,1331,"squad-fpp",26,-1,0,0,0,0,0,25.67,1,1470,36,25.67,"0-2","Noob"
0,1,0,0,0,62,1099,0,0,0,1792,"duo-fpp",46,-1,0,0,0,0,0,1046,3,1503,31.11,1046,"3-5","Noob"
0,0,169.7,0,5,64,0,0,0,0,2021,"squad-fpp",25,1483,0,0,0,0,0,150.5,13,0,29.17,150.5,"11-20","Average"
0,0,100,0,0,37,0,1,1,8.34,1969,"duo-fpp",46,1399,0,0,0,0,0,27.18,2,0,2.22,27.18,"0-2","Average"
0,1,0,0,7,50,0,0,0,0,1795,"squad-fpp",31,1569,4211,0,0,0,0,1861,7,0,56.67,6072,"6-10","Noob"
0,1,98.01,0,0,42,1325,0,0,0,1343,"squad-fpp",30,-1,0,0,61.24,0,0,2993,9,1455,82.76,3054.24,"6-10","Average"
1,3,36.01,0,8,50,0,0,0,0,1863,"squad-fpp",28,1526,0,0,471.8,1,0,2199,9,0,70.37,2670.8,"6-10","Noob"
2,0,303.2,0,1,32,0,1,1,35.2,1780,"squad-fpp",23,1505,0,0,0,0,0,419.5,3,0,27.27,419.5,"3-5","Pro"
0,0,0,0,0,67,0,0,0,0,1393,"duo-fpp",46,1500,0,0,0,0,0,65.13,2,0,28.89,65.13,"0-2","Noob"
0,0,244.7,0,0,35,0,1,1,6.192,1773,"squad-fpp",27,1470,0,0,0,0,0,122.9,1,0,7.69,122.9,"0-2","Pro"
0,0,100,1,0,37,0,1,1,17.16,1372,"squad",28,1515,0,0,0,0,0,293.9,4,0,18.52,293.9,"3-5","Average"
1,0,260.4,0,0,67,0,0,0,0,1785,"squad-fpp",29,1488,0,0,0,0,0,106.3,3,0,28.57,106.3,"3-5","Pro"
0,0,0,0,0,56,1048,0,0,0,1506,"duo-fpp",49,-1,0,0,0,0,0,1448,5,1510,62.5,1448,"3-5","Noob"
0,0,37.68,0,0,71,1005,0,0,0,1325,"duo-fpp",47,-1,0,0,0,0,0,256.8,2,1509,26.09,256.8,"0-2","Noob"
0,1,230,0,0,19,0,2,1,14.63,1833,"duo-fpp",49,1484,826.7,0,0,0,0,1555,5,0,66.67,2381.7,"3-5","Pro"
0,0,0,0,0,89,0,0,0,0,1397,"squad",29,1372,0,0,0,0,0,131.2,2,0,7.14,131.2,"0-2","Noob"
0,1,0,0,0,59,1031,0,0,0,1312,"duo-fpp",47,-1,0,0,0,0,0,600.9,3,1500,54.35,600.9,"3-5","Noob"
0,5,38.7,0,3,37,1278,0,0,0,1789,"squad-fpp",27,-1,1132,0,0,0,0,5449,5,1512,92.31,6581,"3-5","Noob"
0,0,47.96,0,0,89,0,0,0,0,1801,"duo-fpp",48,1510,0,0,0,0,0,11.63,0,0,4.25,11.63,"0-2","Noob"
0,0,0,0,0,26,0,0,0,0,1915,"duo-fpp",24,1475,0,0,0,0,0,4231,16,0,91.3,4231,"11-20","Noob"
0,0,100,0,0,35,0,1,1,15.53,1449,"solo-fpp",95,1551,0,0,0,0,0,232.2,3,0,41.49,232.2,"3-5","Average"
0,2,399.9,0,26,17,1448,2,1,175.3,1798,"squad-fpp",27,-1,4600,0,0,0,0,2401,4,1543,65.38,7001,"3-5","Pro"
0,2,0,0,2,51,0,0,0,0,1366,"squad-fpp",26,1480,342.3,0,0,0,0,1904,4,0,56,2246.3,"3-5","Noob"
0,3,264,0,8,19,1302,2,1,132.1,1871,"squad",29,-1,0,0,0,0,0,3250,7,1553,53.57,3250,"6-10","Pro"
0,1,281,2,0,17,0,2,1,58.87,1359,"solo-fpp",89,1496,0,0,0,0,0,830.7,3,0,62.5,830.7,"3-5","Pro"
0,0,43,0,0,80,0,0,0,0,1307,"duo-fpp",48,1500,0,0,0,0,0,76.71,2,0,14.89,76.71,"0-2","Noob"
1,0,0,0,0,75,1625,0,0,0,1389,"squad-fpp",29,-1,0,0,0,0,0,255.3,2,1646,25,255.3,"0-2","Noob"
0,0,0,0,0,73,0,0,0,0,1757,"squad-fpp",29,1461,8414,0,0,1,1,27.35,0,0,21.43,8441.35,"0-2","Noob"
0,0,48.51,0,0,83,0,0,0,0,1457,"duo",48,1512,0,0,0,0,0,45.72,2,0,6.38,45.72,"0-2","Noob"
0,0,0,0,0,70,1408,0,0,0,1453,"solo-fpp",98,0,0,0,0,0,0,258.8,4,1494,35.05,258.8,"3-5","Noob"
0,0,0,0,0,83,0,0,0,0,1407,"squad-fpp",29,1456,0,0,0,0,0,188.1,3,0,14.29,188.1,"3-5","Noob"
0,0,0,0,1,70,0,0,0,0,2042,"duo",48,1464,0,0,0,0,0,251.3,6,0,27.66,251.3,"6-10","Noob"
0,3,44.2,0,1,40,0,1,1,52.7,1315,"squad-fpp",27,1425,58.35,0,21.96,1,0,950.8,2,0,50,1031.11,"0-2","Noob"
0,0,0,0,0,45,0,0,0,0,1973,"duo",49,1494,3584,0,0,0,0,1974,4,0,72.92,5558,"3-5","Noob"
0,0,162.1,0,1,58,1489,0,0,0,1400,"squad-fpp",31,-1,0,0,0,0,0,1177,4,1554,43.33,1177,"3-5","Average"
0,0,0,0,0,77,0,0,0,0,1973,"duo",48,1494,0,0,0,0,0,1150,3,0,23.4,1150,"3-5","Noob"
0,0,166.1,0,0,40,1295,0,0,0,2169,"solo-fpp",92,0,274.9,0,0,0,0,1776,4,1623,86.81,2050.9,"3-5","Average"
0,1,0,0,0,55,0,0,0,0,1963,"duo-fpp",46,1513,0,0,0,0,0,2203,8,0,51.11,2203,"6-10","Noob"
0,0,50.99,0,0,42,0,0,0,0,1907,"duo-fpp",48,1500,543.4,0,0,0,0,2728,6,0,82.98,3271.4,"6-10","Noob"
1,4,641.9,0,1,24,1595,1,1,7.097,1882,"squad",28,-1,1674,0,0,0,0,2779,8,1583,88.89,4453,"6-10","Pro"
0,1,300,1,5,12,1248,2,1,68.65,1866,"squad-fpp",26,-1,1955,0,0,0,0,1014,5,1515,76,2969,"3-5","Pro"
0,0,0,0,0,99,1307,0,0,0,1381,"squad-fpp",28,-1,0,0,0,0,0,0,1,1485,0,0,"0-2","Noob"
0,0,25.09,0,0,74,0,0,0,0,1884,"squad-fpp",28,1491,0,0,0,1,0,399.6,3,0,18.52,399.6,"3-5","Noob"
0,1,419.5,1,5,20,0,2,2,14.21,1447,"duo",47,1455,0,0,0,0,0,475.6,6,0,45.65,475.6,"6-10","Pro"
0,0,157,0,0,20,1214,2,2,39.04,1280,"duo-fpp",48,-1,0,0,0,0,0,210.8,2,1488,36.17,210.8,"0-2","Average"
0,1,169.7,0,3,64,0,0,0,0,1892,"duo-fpp",49,1541,0,0,0,0,0,494.8,8,0,50,494.8,"6-10","Average"
0,0,86.7,0,0,80,0,0,0,0,1905,"squad-fpp",27,1490,0,0,0,0,0,228.1,2,0,15.38,228.1,"0-2","Average"
0,1,200,0,3,12,1442,2,1,15.53,1335,"squad-fpp",27,-1,0,0,0,0,0,2472,7,1580,76.92,2472,"6-10","Pro"
1,1,146.7,0,3,51,1198,0,0,0,1835,"squad-fpp",29,0,204.3,0,0,1,0,2929,5,1534,64.29,3133.3,"3-5","Average"
